;textID;text;sentiment;aws_obj_score;aws_mixed_score;aws_mixed_score;aws_neg_score;aws_final_score;aws_pred_sent;azure_obj_score;azure_pos_score;azure_neg_score;azure_final_score;azure_pred_sent;sent_vs_azure;sent_vs_aws;aws_vs_azure;aws_vs_azure_mixed;all_true_sent;all_false_sent;same_but_false;azure_t_vs_aws_f;aws_t_vs_azure_f
2362;7dc67e70d1; I can`t have any.;neutral;0.5563892722129822;5.538488494494231e-06;0.4018032848834992;0.04180186614394188;0.3600014187395573;neutral;0.97;0.01;0.02;-0.01;neutral;True;True;True;False;True;False;False;False;False
2363;d7a6c26e66;Thank you for the advice   I`ll work on that when Im not at work.;positive;0.024601493030786514;9.44639282352e-07;0.9749945998191832;0.0004029667470604181;0.9745916330721228;positive;0.01;0.64;0.35;0.29000000000000004;positive;True;True;True;False;True;False;False;False;False
2364;af36799256; then you must insist you write essays the twitter way - no more than 140 characters;neutral;0.9029329419136048;1.0708403351600282e-05;0.0060329027473926536;0.09102354198694228;-0.08499063923954964;neutral;0.31;0.04;0.65;-0.61;negative;False;True;False;False;False;False;False;False;True
2365;e1279e43aa;Didn`t win a Lammy last night  but happy for Scott Sherman, who did. Walked my feet off at BEA today.;positive;0.0906587690114975;3.213672925994615e-06;0.9066423773765564;0.002695622155442834;0.9039467552211136;positive;0.01;0.76;0.23;0.53;positive;True;True;True;False;True;False;False;False;False
2366;7b25c09b0f;: I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.;negative;0.2764092981815338;0.00015786892618052661;0.0175884310156107;0.7058444023132324;-0.6882559712976217;negative;0.05;0.01;0.94;-0.93;negative;True;True;True;False;True;False;False;False;False
2367;e546548dc7;_benson It`s raining where I am. I wish it wasn`t.;neutral;0.7345354557037354;0.004484396893531084;0.10726214945316316;0.15371805429458618;-0.046455904841423035;neutral;0.83;0.04;0.13;-0.09;neutral;True;True;True;False;True;False;False;False;False
2368;6bd827ef52; here`s a quote for ya: jesus built a bridge with 2 boards and 3 nails.;neutral;0.9972032308578492;2.200385324613308e-06;0.0025046670343726873;0.00028987030964344734;0.00221479672472924;neutral;0.95;0.04;0.01;0.03;neutral;True;True;True;False;True;False;False;False;False
2369;5b50cd74d1; You`re welcome! It`s been a wonderful day  How about you? Stayin outta trouble or should I be ready to crash a party? LOL;positive;0.028943579643964767;1.398026711285638e-06;0.9702736139297484;0.0007814340060576798;0.9694921799236909;positive;0.03;0.72;0.25;0.47;mixed;False;True;False;False;False;False;False;False;True
2370;ac15f7adee;_MISS_CBW Sorry!  It`s been one hell of a day.  I has flooding;negative;0.2285951524972916;2.584179128461983e-06;0.01224592886865139;0.759156346321106;-0.7469104174524546;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2371;11e336ff91;I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!;neutral;0.03168461099267006;0.3659463226795197;0.5892174243927002;0.013151719234883784;0.5760657051578164;positive;0.07;0.59;0.34;0.24999999999999994;mixed;False;False;False;False;False;True;False;False;False
2372;ba047dae2b; good luck.. Finally your long time will of panvel tweetup finally coming true..;positive;0.1821686327457428;3.295880742371082e-05;0.8083165287971497;0.009481921792030334;0.7988346070051193;positive;0.21;0.75;0.04;0.71;positive;True;True;True;False;True;False;False;False;False
2373;c879760571;looking out window is depressing it is so beautiful out and I am in here;neutral;0.011367705650627613;0.0018425257876515386;0.905120611190796;0.08166909217834473;0.8234515190124512;positive;0.0;0.95;0.05;0.8999999999999999;positive;False;False;True;False;False;True;True;False;False
2374;17abf64739; Tell my work to give me two days off in a row! Stat! I`m full time I`m supposed to have priority;neutral;0.4840949177742005;6.5955073296208874e-06;0.2765982747077942;0.2393002510070801;0.03729802370071411;neutral;0.89;0.07;0.04;0.030000000000000006;neutral;True;True;True;False;True;False;False;False;False
2375;5177a8263b;loving Mondays for so many reasons!;positive;0.007826561108231544;2.025487447099294e-06;0.9920864701271056;8.493236964568496e-05;0.99200153775746;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2376;9179f61414;Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc`s waitin`;positive;0.3049897849559784;0.0008951608906500041;0.6902931332588196;0.003821814199909568;0.68647131905891;positive;0.22;0.77;0.01;0.76;positive;True;True;True;False;True;False;False;False;False
2377;4cca6419e7;Im craving some cinnamon toast crunch. Why is it so cold today!!;negative;0.452180027961731;3.363054202054627e-05;0.2190953642129898;0.32869091629981995;-0.10959555208683014;neutral;0.22;0.7;0.08;0.62;positive;False;False;False;False;False;True;False;False;False
2378;11a9e39861;i wanna go out;neutral;0.2617307007312775;0.2331560701131821;0.06868436187505722;0.43642887473106384;-0.3677445128560066;negative;0.55;0.4;0.05;0.35000000000000003;neutral;True;False;False;False;False;False;False;True;False
2379;1ec419afcc;Such a good little Saturday. Didn`t include Bed Bath and Beyond, but Borders was on the list. Can`t wait for tomorrow. Good day planned;positive;0.00996946170926094;1.2168876537543836e-06;0.989563524723053;0.0004658566031139344;0.9890976681199392;positive;0.06;0.73;0.21;0.52;mixed;False;True;False;False;False;False;False;False;True
2380;32f4183741;Horrid dream. I suspect I will have to cancel my plans tonight...;negative;0.05867797136306763;5.096363565826323e-06;0.0004892360302619637;0.94082772731781;-0.940338491287548;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2381;7575d5433c;: What, you`re not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.;negative;0.3613172173500061;0.0012543582124635575;0.05613900721073151;0.5812894105911255;-0.525150403380394;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2382;0ddd346323;_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!;positive;0.5888400077819824;0.0009881948353722694;0.2904311120510101;0.11974059045314787;0.17069052159786224;neutral;0.01;0.99;0.0;0.99;positive;True;False;False;False;False;False;False;True;False
2383;8f1a61f7f8;Getting to play golf with our kickin` Leadership Team...I have a feeling they r gonna kick me on the golf course;negative;0.41564705967903137;1.8956969142891467e-05;0.5267723798751831;0.057561539113521576;0.4692108407616615;positive;0.02;0.97;0.01;0.96;positive;False;False;True;False;False;True;True;False;False
2384;d498962501; c is nice, but I wouldn`t call it fun;neutral;0.004079981707036495;0.9833496809005736;0.0067659663036465645;0.005804333370178938;0.0009616329334676266;mixed;0.0;0.37;0.63;-0.26;negative;False;False;False;False;False;True;False;False;False
2385;12b846508c; i knowwww.. i cant deal. this 9-5 life is not for me;negative;0.01676073484122753;1.696148956398247e-06;0.0015826239250600338;0.9816550016403198;-0.9800723777152598;negative;0.7;0.02;0.28;-0.26;neutral;False;True;False;False;False;False;False;False;True
2386;7264df2fea; Without whipped topping, there is no shortcake.   #shortcakefail;negative;0.3397175669670105;2.734081317612436e-05;0.6482742428779602;0.011980833485722542;0.6362934093922377;positive;0.8;0.02;0.18;-0.16;neutral;False;False;False;False;False;True;False;False;False
2387;d8a431a00f; i forgot the yardsale event! ooh how pity i am;negative;0.1720511019229889;7.5163375186093626e-06;0.078580342233181;0.7493610382080078;-0.6707806959748268;negative;0.06;0.04;0.9;-0.86;negative;True;True;True;False;True;False;False;False;False
2388;96e6ccc10b;getting ready to start my work week, it`s so not TGIF for me!! It`s monday;negative;0.3635669052600861;0.0010638813255354762;0.09555506706237793;0.5398141145706177;-0.44425904750823975;negative;0.21;0.15;0.64;-0.49;negative;True;True;True;False;True;False;False;False;False
2389;a3b84ce016;ACK! Ghost Whisperer isn`t on!   **** network`s lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0);neutral;0.5328224301338196;2.7209724066779017e-05;0.24861861765384674;0.2185318022966385;0.03008681535720825;neutral;0.09;0.9;0.01;0.89;positive;False;True;False;False;False;False;False;False;True
2390;505931695b;Still Doing Grench paper and still getting distracted;negative;0.020799949765205383;4.3365803321648855e-06;0.005993960425257683;0.9732016324996948;-0.9672076720744373;negative;0.11;0.03;0.86;-0.83;negative;True;True;True;False;True;False;False;False;False
2391;c70c2e2336;michael scholfield is no more. He is dead. I am sorry;negative;0.1852317303419113;0.005082127172499895;0.01284687966108322;0.7968392372131348;-0.7839923575520515;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2392;2e8d232114;for some strange reason, `paranoid` sounds like U2. but i love them too, so it`s aaaaall good.;positive;0.04076205193996429;2.626836794661358e-05;0.9566074013710022;0.002604223322123289;0.9540031780488788;positive;0.02;0.51;0.47;0.040000000000000036;mixed;False;True;False;False;False;False;False;False;True
2393;bbce3d9a60; Same here  Mmmm... Macrina Bakery.;neutral;0.9392043352127076;5.162121851753908e-06;0.04559740796685219;0.015193120576441288;0.0304042873904109;neutral;0.97;0.02;0.01;0.01;neutral;True;True;True;False;True;False;False;False;False
2394;f3244dc22d;my momma is comin 2night !  2morrow tennis day with p?nar yuppie !;positive;0.08622005581855774;7.747186828055419e-06;0.9104201793670654;0.003351914929226041;0.9070682644378394;positive;0.1;0.87;0.03;0.84;positive;True;True;True;False;True;False;False;False;False
2395;84a0b6ff4a;  kashtam ! wonder what would be the similey  for CSK;neutral;0.9899942278862;7.194382760644659e-07;0.009508081711828709;0.0004970420268364251;0.009011039684992284;neutral;0.73;0.16;0.11;0.05;neutral;True;True;True;False;True;False;False;False;False
2396;f4f0b27d51;mmm  eating tostitos && piknik with spinach dip from S&R. <3;neutral;0.9938691854476928;1.39498433782137e-06;0.0054723359644412994;0.0006570536643266678;0.004815282300114632;neutral;0.0;1.0;0.0;1.0;positive;False;True;False;False;False;False;False;False;True
2397;de3018aeed;I <3 Owl City.;neutral;0.972628891468048;1.6127065691762257e-06;0.02720000222325325;0.00016946616233326497;0.027030536060919985;neutral;0.0;1.0;0.0;1.0;positive;False;True;False;False;False;False;False;False;True
2398;22486bcb98;sure wish the cat would stop hiding;neutral;0.2991195321083069;0.00020533309725578877;0.031113166362047195;0.6695619821548462;-0.6384488157927989;negative;0.92;0.06;0.02;0.04;neutral;True;False;False;False;False;False;False;True;False
2399;2a16bf5fb2; There`s nothing good on tonight anyway!!   #Sigjeans;negative;0.15029527246952054;1.871791755547747e-05;0.16578690707683566;0.6838991045951843;-0.5181121975183487;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2400;810ec6583b; are you having any problems sending images from Twitterberry  mine just doesn`t want to work ! ****;negative;0.3997620940208435;1.5756577340653166e-05;0.078284852206707;0.5219373106956482;-0.4436524584889412;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2401;c7e908971d;New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding;positive;0.15078619122505188;1.4216452655091416e-06;0.8486936688423157;0.0005186765338294208;0.8481749923084863;positive;0.01;0.99;0.0;0.99;positive;True;True;True;False;True;False;False;False;False
2402;d219b7f854; I`m having no luck either  Doing my nut in! Who are you hoping to see?;negative;0.42943167686462397;0.0002690092078410089;0.016144221648573875;0.5541549921035767;-0.5380107704550028;negative;0.2;0.29;0.51;-0.22000000000000006;mixed;False;True;False;False;False;False;False;False;True
2403;ba4854e88c; You may be PC but I love you anyway!!!  Maybe someday you too will become Mac!;positive;0.003744968911632896;1.057874897014699e-06;0.9960826635360718;0.00017120447591878474;0.9959114590601529;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2404;bbd2187489; someone`s horsing about. Btw Hubb feels the same about twitter. He`s naming  as the other party;neutral;0.6776631474494934;2.3117798264138397e-05;0.05523845925927162;0.26707524061203003;-0.2118367813527584;neutral;0.88;0.11;0.01;0.1;neutral;True;True;True;False;True;False;False;False;False
2405;4860f2e2d6;I`m Having a Baby Girl! (In the next 17 Days!) I think I`m gonna keep this handy  http://budurl.com/f9p5 Funny Stuff!;neutral;0.004049559589475393;9.525168707114063e-07;0.9959100484848022;3.938860390917398e-05;0.9958706598808932;positive;0.0;1.0;0.0;1.0;positive;False;False;True;False;False;True;True;False;False
2406;3da251fc87;I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!;negative;0.11845172196626665;0.00010206850129179655;0.03453708812594414;0.8469091653823853;-0.8123720772564411;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2407;d31e88cc5d;today was boring, but i did a lot of homework. tomorrow should be amazing, i can`t wait.;positive;0.023097841069102287;0.2153732031583786;0.7576832175254822;0.0038457431364804506;0.7538374743890017;positive;0.0;0.51;0.49;0.020000000000000014;mixed;False;True;False;False;False;False;False;False;True
2408;bee1bbb3b9;_EN  we`re waiting you here in Belgrade!! Can`t wait!!;neutral;0.0855943113565445;6.969013156776782e-06;0.9141471385955809;0.00025158413336612284;0.9138955544622148;positive;0.09;0.9;0.01;0.89;positive;False;False;True;False;False;True;True;False;False
2409;8ffcc03299;I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.;neutral;0.4158845543861389;0.1557784527540207;0.1070893406867981;0.3212476670742035;-0.2141583263874054;neutral;0.0;0.0;1.0;-1.0;negative;False;True;False;False;False;False;False;False;True
2410;e61ed1b1a2;Old enough to know better, young enough to not CARE!;neutral;0.1978944092988968;4.693368828156963e-05;0.2114708423614502;0.5905877947807312;-0.379116952419281;negative;0.0;0.83;0.17;0.6599999999999999;positive;False;False;False;False;False;True;False;False;False
2411;f7e258097a;Dead gerbil;negative;0.5894251465797424;2.5614775950089097e-05;0.022432688623666763;0.3881165087223053;-0.3656838200986385;neutral;0.03;0.01;0.96;-0.95;negative;True;False;False;False;False;False;False;True;False
2412;4d6e71e475;`You Are What U Eat` isn`t EXACTLY true.. `You Are What U Digest` TodayISaProsperous &Productive Day! ThankUJesus!  BeYEBlessed! hee hee;positive;0.2515740096569061;2.752988166321302e-06;0.7422490119934082;0.006174213718622923;0.7360747982747853;positive;0.05;0.94;0.01;0.93;positive;True;True;True;False;True;False;False;False;False
2413;c988aca31e; its so sad how dead it is.;negative;0.01137177087366581;2.0148122530372343e-06;0.001347663695923984;0.9872784614562988;-0.9859307977603748;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2414;9f7b9a29b8;Beautiful monday morning  so happy  http://myloc.me/tCt;positive;0.0043449425138533115;8.1815769590321e-06;0.9956040382385254;4.284477836336009e-05;0.995561193460162;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2415;24f9515ff9;Fyi- putting makeup on under flourescents = FAIL. ... oh face-peely, why must you look so hideous? Also, wheres my lipstick?;negative;0.4738263785839081;0.0004151543544139713;0.021148329600691795;0.5046101212501526;-0.4834617916494608;negative;0.01;0.03;0.96;-0.93;negative;True;True;True;False;True;False;False;False;False
2416;653bcd2fc2;Its so obvious Holly will go thru on the public vote straight away.. SOOO obvious.  Then Aidan and Greg for judges but neither should go;neutral;0.37433308362960815;0.00013114164175931364;0.07568485289812088;0.5498509407043457;-0.4741660878062248;negative;0.79;0.13;0.08;0.05;neutral;True;False;False;False;False;False;False;True;False
2417;fae213b807;Yum, just had a mickeyDs eggmcmuffin. McYum;positive;0.9234610795974731;6.369826678565005e-06;0.07497982680797577;0.0015526810893788936;0.07342714571859688;neutral;0.0;1.0;0.0;1.0;positive;True;False;False;False;False;False;False;True;False
2418;ceb980f2e1; somehow I am going to have to figure out how to come to Sydney one day;neutral;0.7425803542137146;5.846758540428708e-06;0.08833834528923035;0.16907545924186707;-0.08073711395263672;neutral;0.46;0.01;0.53;-0.52;negative;False;True;False;False;False;False;False;False;True
2419;49e758d4d9;dont worry baby i`ll eat sum cake for the both of us , i`ll hit u up wen i get back. bye, dont eat too much at home;neutral;0.10396384447813034;0.0003686307172756642;0.02671248838305473;0.8689549565315247;-0.8422424681484699;negative;0.2;0.52;0.28;0.24;mixed;False;False;False;False;False;True;False;False;False
2420;2de0d81220;**** traffic. Going to be late!;negative;0.3616497218608856;2.265213151986245e-05;0.018629498779773712;0.6196982264518738;-0.6010687276721001;negative;0.82;0.08;0.1;-0.020000000000000004;neutral;False;True;False;False;False;False;False;False;True
2421;3491053703;I need to go to ATL, mainly just to go to Ikea.  The stuff I want isn`t available online.;neutral;0.4475671947002411;7.106199518602808e-06;0.02830911800265312;0.524116575717926;-0.4958074577152729;negative;0.03;0.0;0.97;-0.97;negative;False;False;True;False;False;True;True;False;False
2422;a03b7065e3;Writing out to tape.  #48hoursnz;neutral;0.997476041316986;1.6414118135799072e-06;0.0022565897088497877;0.000265673385001719;0.0019909163238480687;neutral;0.8;0.06;0.14;-0.08000000000000003;neutral;True;True;True;False;True;False;False;False;False
2423;498b669de3;A gift to myself. PUBLISHED! Episode 68 Align and Re-Align with Sensitivity Level 1-2 75 min #yoga class  http://bit.ly/8QAgh;positive;0.7101405262947083;4.0174413697968694e-06;0.2894175946712494;0.00043793459190055733;0.28897966007934883;neutral;0.0;1.0;0.0;1.0;positive;True;False;False;False;False;False;False;True;False
2424;799cb5b609;Thunder & lightning scarededededed me!;negative;0.15453122556209564;6.008237505739088e-06;0.5200120806694031;0.3254506289958954;0.1945614516735077;positive;0.66;0.28;0.06;0.22000000000000006;neutral;False;False;False;False;False;True;False;False;False
2425;34c02ddf3f; I like to support my friends  It`s sad that I`m your only friend though;negative;0.19454102218151093;0.07270485907793045;0.691986083984375;0.04076805710792542;0.6512180268764496;positive;0.01;0.96;0.03;0.93;positive;False;False;True;False;False;True;True;False;False
2426;7c19923323; Congrats on the Invisalign! I need to get refitted for mine - I got lazy and stopped wearing them.;negative;0.0036184522323310375;1.0576532076811418e-06;0.9906715154647828;0.005708967335522175;0.9849625481292604;positive;0.04;0.46;0.5;-0.03999999999999998;mixed;False;False;False;False;False;True;False;False;False
2427;3ebd0a6f97; WOMAN, I didn`t know you came home  you so suck!!! When are you going back!;negative;0.05778072774410248;7.5486927926249345e-06;0.018214544281363487;0.923997163772583;-0.9057826194912196;negative;0.0;0.0;1.0;-1.0;negative;True;True;True;False;True;False;False;False;False
2428;59ecfedf99; Hey, where do you go last night?  Was expecting to see you @ On Broadway.;neutral;0.7273717522621155;6.572643542313017e-06;0.1659681499004364;0.10665350407361984;0.059314645826816566;neutral;0.72;0.18;0.1;0.07999999999999999;neutral;True;True;True;False;True;False;False;False;False
2429;e77f1f235b;says Morning.  http://plurk.com/p/x34ap;neutral;0.4000727236270905;0.467289537191391;0.07202503085136414;0.060612693428993225;0.011412337422370909;mixed;0.91;0.06;0.03;0.03;neutral;True;False;False;False;False;False;False;True;False
2430;603045ab40; `s mum asked us to thank you for introducing us to Kenny`s - we`re having Mother`s Day dinner here;positive;0.10427059233188628;1.3799093721900134e-05;0.8952697515487671;0.00044583479757420724;0.8948239167511929;positive;0.04;0.96;0.0;0.96;positive;True;True;True;False;True;False;False;False;False
2431;3cbcb82071; LOL too bad he`s taken!!!!!!!;negative;0.04626716300845146;2.4797380319796506e-05;0.007759212981909514;0.945948839187622;-0.9381896262057126;negative;0.0;0.03;0.97;-0.94;negative;True;True;True;False;True;False;False;False;False
2432;fef24b7b30; happiest of birthdays to you Kat;positive;0.049332216382026665;8.827181773085613e-06;0.950307548046112;0.0003513617266435176;0.9499561863194684;positive;0.03;0.97;0.0;0.97;positive;True;True;True;False;True;False;False;False;False
2433;fb10cfd953; aww...  try to rest na lang muna... ^^;neutral;0.6480580568313599;0.0005547993932850659;0.13804800808429718;0.213339164853096;-0.07529115676879883;neutral;0.1;0.89;0.01;0.88;positive;False;True;False;False;False;False;False;False;True
2434;72e22a4404;Ah, the bank holiday shift at work. What fun;negative;0.27626267075538635;2.9911798264947716e-05;0.7147343754768372;0.008973026648163795;0.7057613488286734;positive;0.0;1.0;0.0;1.0;positive;False;False;True;False;False;True;True;False;False
2435;948b5d4dab; yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more;neutral;0.4496704638004303;5.8471319789532565e-05;0.191548690199852;0.3587222993373871;-0.1671736091375351;neutral;0.02;0.01;0.97;-0.96;negative;False;True;False;False;False;False;False;False;True
2436;1dd3b7109e; Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X;negative;0.15188287198543549;0.0028684928547590967;0.04759925976395607;0.7976494431495667;-0.7500501833856106;negative;0.0;0.01;0.99;-0.98;negative;True;True;True;False;True;False;False;False;False
2437;e7e486ec1c; Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.;positive;0.016777209937572483;3.838039901893353e-06;0.9827993512153624;0.0004196662921458483;0.9823796849232168;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2438;12fd67f83a; Bill, absolutely fantastic programme. Loved the `cow bell` bit towards the end.;positive;0.0001385784416925162;1.4989833516665385e-06;0.9998371601104736;2.2708945834892802e-05;0.9998144511646389;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2439;27db1a70ac; yes i did - as a thank you. have contacted them 2ce but no response;neutral;0.05177037045359612;0.003284763777628541;0.06255195289850235;0.8823929429054259;-0.8198409900069237;negative;0.04;0.5;0.46;0.03999999999999998;mixed;False;False;False;False;False;True;False;False;False
2440;269bd506f8; http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn`t here;neutral;0.5895428061485289;8.887426520232111e-05;0.3730410039424896;0.03732728213071823;0.3357137218117714;neutral;0.0;0.01;0.99;-0.98;negative;False;True;False;False;False;False;False;False;True
2441;d86a421029;@_JAYYTEE yea i knw;neutral;0.9118044376373292;7.785732123011257e-06;0.07647816836833954;0.011709536425769327;0.06476863194257021;neutral;0.69;0.27;0.04;0.23;neutral;True;True;True;False;True;False;False;False;False
2442;9d4b1e13a3;_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi;neutral;0.8495222330093384;3.366819510119967e-05;0.06660832464694977;0.08383584022521973;-0.01722751557826996;neutral;0.0;1.0;0.0;1.0;positive;False;True;False;False;False;False;False;False;True
2443;c944d245f0;http://twitpic.com/4ja4b - me & raj SQUAD UP! ;neutral;0.92341411113739;1.9220460671931505e-05;0.0758761391043663;0.0006904581096023321;0.07518568099476397;neutral;0.67;0.22;0.11;0.11;neutral;True;True;True;False;True;False;False;False;False
2444;7525a3019f;_of_max Sadly, no. Now David Tennant has left I don`t particularly want the job anyway;negative;0.07250606268644333;1.7946076695807278e-06;0.0005398175562731922;0.926952302455902;-0.9264124848996288;negative;0.01;0.0;0.99;-0.99;negative;True;True;True;False;True;False;False;False;False
2445;a71d6a4734;Happy Mother`s Day 2 all the fabulous moms out there. The world wouldn`t run without us. Keep up the good work! Enjoy ur day;positive;0.0014091922203078866;1.727893618408416e-06;0.9985254406929016;6.374145596055314e-05;0.9984616992369412;positive;0.01;0.99;0.0;0.99;positive;True;True;True;False;True;False;False;False;False
2446;7b6a2e33b7;how do you twitter?;neutral;0.9525939226150512;0.0010513701708987355;0.003372055245563388;0.04298264533281326;-0.03961059008724988;neutral;0.99;0.01;0.0;0.01;neutral;True;True;True;False;True;False;False;False;False
2447;ce84cdb03b;Happy Mother`s Day to all mothers!;positive;0.0020428579300642014;7.687683137191925e-06;0.9979052543640136;4.421880657901056e-05;0.9978610355574348;positive;0.38;0.6;0.02;0.58;positive;True;True;True;False;True;False;False;False;False
2448;c086d6e230;Watchin `how to lose a man in 10 days` wiv mum  lol;neutral;0.7021186947822571;0.0001713243400445208;0.03232187777757645;0.26538804173469543;-0.233066163957119;neutral;0.0;0.73;0.27;0.46;positive;False;True;False;False;False;False;False;False;True
2449;58351086b6; Just go near a hive, they`ll tame you!;negative;0.36534637212753296;0.0001297862472711131;0.13646893203258514;0.4980549514293671;-0.3615860193967819;negative;0.28;0.7;0.02;0.6799999999999999;positive;False;True;False;False;False;False;False;False;True
2450;30fb85c542; After I water the plants I am headed to the farm. Don`t have any popcorn for the goats   Katnip is looking good under saddle;positive;0.4644151329994202;3.167778777424246e-05;0.34227508306503296;0.19327816367149356;0.14899691939353946;neutral;0.0;0.99;0.01;0.98;positive;True;False;False;False;False;False;False;True;False
2451;77e8ffdd9b;why did i agree to work a double shift;neutral;0.15483275055885315;9.165526716969909e-05;0.013517626561224459;0.8315579891204834;-0.8180403625592589;negative;0.97;0.01;0.02;-0.01;neutral;True;False;False;False;False;False;False;True;False
2452;1414efeca4;First ever dropped call on my mobile. On a call to  no less! ( being charged for data even though I have a data pack  );negative;0.4189287722110748;5.2992516430094845e-05;0.17279627919197085;0.40822196006774897;-0.2354256808757782;neutral;0.93;0.02;0.05;-0.03;neutral;False;False;True;False;False;True;True;False;False
2453;5ad2a2d630; but I don`t want to hurt you;positive;0.6295583248138428;0.0032696973066776987;0.13506661355495453;0.2321053147315979;-0.09703870117664336;neutral;0.0;0.98;0.02;0.96;positive;True;False;False;False;False;False;False;True;False
2454;becc3d4d42; Ahhhh \you are soo smart  Thanks for this schooling of thoughts;positive;0.012091497890651226;6.679003945464501e-06;0.9875868558883668;0.00031504823709838087;0.9872718076512684;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2455;0a7bcd83f5;my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for **** he does.;negative;0.03522823750972748;0.4578736126422882;0.014874511398375034;0.4920235574245453;-0.4771490460261703;negative;0.04;0.0;0.96;-0.96;negative;True;True;True;False;True;False;False;False;False
2456;38eb9db45c; ive been there before  haha;positive;0.6826135516166687;0.0018484523752704265;0.3055990934371948;0.00993880908936262;0.2956602843478322;neutral;0.04;0.95;0.01;0.94;positive;True;False;False;False;False;False;False;True;False
2457;a63494f7f1; I`ve gotta watch out for those stealth skillz! I always forget.;neutral;0.5178122520446777;8.345886453753337e-05;0.467458188533783;0.014646063558757303;0.4528121249750257;neutral;0.52;0.44;0.04;0.4;neutral;True;True;True;False;True;False;False;False;False
2458;8b194cacd4;Football session after this.fun;positive;0.2616542875766754;0.11876238882541655;0.5298125743865967;0.08977080136537552;0.4400417730212212;positive;0.01;0.99;0.0;0.99;positive;True;True;True;False;True;False;False;False;False
2459;e301efe3ee;I actually drove in today - no incidents to report  to quote Ice Cube - Today was a good day;positive;0.06523232907056807;2.1243185983621515e-06;0.9326456785202026;0.002119887620210648;0.9305257908999921;positive;0.0;0.99;0.01;0.98;positive;True;True;True;False;True;False;False;False;False
2460;26cce7097f; I`m searching, too. We`ll compare notes.;neutral;0.8889489769935608;0.00012383416469674555;0.10531336069107056;0.005613780114799738;0.09969958057627082;neutral;0.95;0.04;0.01;0.03;neutral;True;True;True;False;True;False;False;False;False
2461;995f4ed2a2; thanks for following, it means a lot to me  i love hey monday!;positive;0.0017502681585028768;1.290353338845307e-06;0.9981154203414916;0.00013306445907801392;0.9979823558824136;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2462;6172153918; it was amazing;positive;0.0004056212783325464;5.033560682932148e-06;0.9994364380836488;0.00015284500841517;0.9992835930752336;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2463;a1394f55e3; nice! now gimmeh some nice stuff;positive;0.03512997925281525;2.7637044695438814e-05;0.9624884724617004;0.002353832125663757;0.9601346403360368;positive;0.0;1.0;0.0;1.0;positive;True;True;True;False;True;False;False;False;False
2464;97a5aed8e8;Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.;neutral;0.9165852069854736;4.206567609799095e-06;0.060657620429992676;0.02275299839675426;0.03790462203323841;neutral;0.09;0.02;0.89;-0.87;negative;False;True;False;False;False;False;False;False;True
