;textID;text;sentiment
3174;fe906a37fe;"Thanks to all who follow me  ... wish ya`ll the best ;)";0
3178;34a47b5674;_soul i look forward to your new cd  big fan;0
3179;5311fcede6;Having dinner at Jiuliani`s with family YUM!!!;0
3180;50f4d5fd7d;My paradise fly catchers abandoned their nest....  they are starting again... but it`s gonna b tough;2
3181;4a05e78802;first puppy gone 2 new home.;1
3183;0ef3b64fbd; I am afraid you`ve had a bit of a #fail as the last two recommendations aren`t available in the UK;2
3185;2ecf90d8c1;Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha;0
3186;e871d4101f;no more brother for 2 weeks.....;1
3188;b47dd76578;feels guility . sorry `bout that  http://plurk.com/p/wyqow;2
3189;5820925380;Friends are gone. Sushi, movies, laughter. Just what I needed. FUN!;0
3190;560534f337;already knows 3 dishes: Torta, Hotdog, & Itlog. Hurrah for me!;0
3191;674e212174;I think i may have found my next apartment. Just one downfall.;2
3193;6675f9536d;: Aww, that sux!  _x3: Eeek for Airline charges!!! (****);1
3195;e630a3dfdf;It baffles me how much Radio Shack isn`t the same Radio Shack I grew up with;2
3196;885441d874;HaPPy MothErS Day!!! Feliz Dia deLAS MAdres  mine is already in Heaven.. =( Miss you...;1
3197;03da4106d7;_kat why not??  ****;1
3198;86adda3a27;  I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*;2
3199;08ffd3f677; - love your new avatar!;0
3200;d1f2b0c2a1;I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!;0
3202;0a9487d568;Had to come in, was baking out there and have slight headache now;2
3203;5b07571efc;Good morning. Just bought flowers for mothers day and now it`s breakfast time;0
3204;ff0d8560af; Not had an offer like that for a while;1
3205;d4b2c24c3a; not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs.;1
3206;5399d6cddd;Where art thou ? I miss you!;0
3207;f1049a3c9c; good stuff, cant wait for the results;0
3208;429a0e1eff;" Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday.";0
3209;c325ff3564;Almost got sharpied in the face while falling asleep  being sick sucks!!!;2
3210;d8f5c9de97; nick`s voice still makes me wanna kill things;2
3211;647fce402f;Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.;2
3212;d92016105e;The top 5 words I`ve tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that`s really quite nice;0
3213;7dad90e273; I spoke too soon  Still a nice evening, but lots of broken cloud coming in from the south.;1
3214;f7bacb0ac0; someone really needs to make a kit like that avaialble for home use;1
3216;ab41356c44;is back from TAFE and has bowling in about an hour;1
3218;a75e2121bb;Ahhhhh now If You Go Away  by  is on  YAY my other fav song of theirs;0
3219;7c400ab7bd;Be beautiful        http://www.theskinsociety.com;0
3220;9473e10fe5;one week till exam block;1
3221;61c965ec89;just got home after an hour at the track, I feel real good now =P running is nice  and abs work and push ups haha =P;0
3223;150b86e19b;Well thats that then. Exam failed and bsc gone;2
3225;c36155ddc2;i`ve just open this thing;1
3227;3afcddc07d;****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!;2
3228;8304982d5d;Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun;2
3229;cb9b52e9be;love it when jonas brothers are in the trending topics. maybe taylors turn next;0
3230;ccc4b470d8; yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3;0
3231;d3e34029fc; Hey, thanx for following me, I`ll follow you;1
3232;3bcc68f7f2; A pues bien small world small world. yo amo a la chiquita esa. she is such a great friend.;0
3233;67b47fcb79;i cant sleep;2
3235;b771a89f78;Cashflow forecasts are fun but big red numbers aren`t;1
3236;ef2ccb6b14;Amost there;1
3237;e01b822d1d;I just love it when  hot policemen come into my work;0
3238;f18b9435c8;with ;1
3239;ca092b6174; I`m sure  would know of more;1
3243;8aa84ce978;at panera for lunch  byyy myself  aww;0
3244;baf3696c17; http://twitpic.com/64g3b - i think so ! well,u`re lucky;0
3245;90c8aa60db;Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them;2
3246;d5b224c4c1; A pleasure Murray;0
3247;843e6777a9;  the construction lookd familar;1
3249;754a1b529c; I just see the video: 'All your base are belong to us..'  Whatï¿½s going on??!;1
3251;c0716fb4a6;Heading to bed with a book. Good night;0
3252;1ea2319a8a; lol.. **** monkey;1
3253;00cdbbc17c;actually did progressive studying today..;1
3256;fc272861ed;@ metro with achan;1
3257;e2b120810e; Thanks!!!!  Like I said on facebook, you just made me awesomely happy.  Thanks.;0
3258;8fc977d20b;Just got home, no rosie surprise of smiles hugs & kisses waiting for me.;0
3259;dce3164dda; Lucky...and a wife who loves me.;0
3260;385ba420d5;i`ve heard Basment Jaxx`s new song 'Raindrops'...that`s fantastic!!! and makes me dancing  i can`t wait Fuji Rock Festival...;0
3261;530241b1a3;i really should be in a bad mood. but.;2
3262;c42cec3d7b;_Dreaming what?! miley`s gonna quit hannah montana?...i don`t wanna believe it!;1
3263;d661e88eec;Ive got mad cramps in my legs;2
3266;efa546635f; this kitteh likes going in front... or behind... or to the side...of the box.;0
3268;13e57846a6;I think me gettin a physical change;1
3269;f86533eda4;I nvr wanted May to come to an end;1
3270;b56b75f441;I honestly feel like I`m not healing or getting any better. This is not good;2
3271;d1a20c87ef;I want it NOW..  finally found what I wanted ..;0
3272;6ad26f4e0d;Aww I heard I just missed you two  &  !;0
3273;624763df58; - I used to have NKOTB sleeping bag too!!  I don`t know where it is now;1
3274;80d44a3aa2;Beautiful morning here in the mountains;0
3275;5a55ae9372;shawty next to me like hella good oowwwww;0
3276;1040af3de2;well movie night spoilt by fracked up disk-happiness gone, so time for sleep;0
3278;7c099b8f76;Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!;0
3279;3cf2a5d309;.: no health insurance is not an option.;1
3280;f72cb7c076;_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see;0
3281;82d5014d1c; I wanted to see it until I saw that it was PG 13. That totally bummed me out.;2
3282;13fc020e08;I forgot to put on sunblock before getting in the car;1
3283;cf7f890407;woken up by a bacon and egg sandwich in bed - man I have good housemates;0
3284;29bb355fef;I`m so sad, really really sad;2
3285;46063647f9; I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy;1
3287;8bac7062ac;I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable;0
3288;f457dfc624;i basically want the world to kno that i have the BEST best friend    love her <3;0
3289;476dd96b49;eeehhh. my right eye`s twitching. gonna go and watch Boystown.  happy birthday!;0
3290;f16837f474;i wish i was in cali wit mari nd lupita seeing vfc  not fair;1
3291;aff6923046;aarrgghh - fu*k.....a hose has leaked water all over the new floating floor;2
3293;bc3c96fe22;recapping on britains got talent. britain seems more talented than america;0
3294;30377e00ed;Morning and hope everyone has a great bank holiday;0
3295;92e1b6846e; We saw that in none 3D - the baddie`s the best;0
3296;0c4d2b0cab;still needs another 6 hours of sleep;1
3298;7d4f718542;_Gates am also gutted...the end is nigh  x;2
3299;e34807ff86;_Milano Hey there  Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****;1
3300;7fd422900b; I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.;1
3302;b805965f64;Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,;1
3305;67bd8edc02;had an awesome time with  and ;0
3306;a5dc8b6912; i have to tell you that i accidentally screwed up the layout of the lautner_daily community;2
3309;ce1e980a78;  I dint dump anyone. It`s always me who gets dumped and blamed. That`s why I don`t believe in relationships. #twpp;2
3311;a8d6a63a9a;Gorgeous day! Off to Hash around Waterley Bottom - wonderful name for a village! Quiz Mistressing at the Porto this evening;0
3312;5fcf7bd80c;My sunburn is peeling,;1
3313;df120c16ce; What are u going to do today my girl?;1
3314;72ffb9d486;i should be finished.... but i`m not.  color drawing, here i come.;1
3315;dcd8fd0d39; Not a problem,  Glad to!;0
3316;16905090cc; I`m currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp;1
3317;4df8509eb1; I`m watching some of your videos in YouTube. You`re funny David.  Oh and TALENTED of course!;0
3318;48d5705291; today 'sonny with a chance' came to brazil, i loved it!! you`re amazing <33 please reply;0
3321;1a762a9ca0; haha that was good, slightly geeky but funny  x;1
3322;0720fef104;my mom watched my new video and she actually LOL  Love her! xoxo http://bit.ly/16w6zV;0
3323;812c63bc33; loved you in head over heels! One of my fave movies! you looked stunning last night;0
3325;9235706e1e; Thanks! Good morning;0
3327;87bc414445; great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you;0
3328;9f1c41b48c; (((HUGS))) back to you - you also have that look!;1
3330;a862c3b17c;I don`t believe there`s anything worse than losing a best friend;2
3331;e2c0300846;Making a video for HitRecord... hope it comes out well, it`ll be my first record;0
3332;e52ac5fbf6;I hope my mom enjoys her Mother`s Day gift;0
3333;2dd0cddb70;I want it BACK NOW!: http://bit.ly/PP1WZ;1
3334;8a50e910f9;_bach Thank you for YOUR positive energy + contributions here!;0
3335;93c8ab2b73; so sorry to hear that.  I lost two hard drives this year, I know the feeling;2
3336;3a366fab5e; It often pays to wait;1
3337;5ac910cb30;Good Morning Everyone. !.!. Time for work;0
3338;003d519ae3;around, reading, bed.;1
3341;e352e28416;i really really hate biology , u______________________u;2
3343;adb7ab12f3;  stop itt!;2
3344;48ae485176; im stuck 2  this when my la love turns in2 road rage lol;1
3345;d9d12cf0ce; I always feel guilty about it;2
3346;cb1c242455;sad assembly  next block;2
3347;4b53d107bd;Zzzz... I`m taking my mom out for breakfast tomorrow!  Shall be quite a treat.;1
3348;f33ef2b766; stop being mean to me!! ur hurting my feelings;2
3349;52c7993b04;It`s official nobody is getting a raise this year;1
3350;1d2c43c7a9;Slept like a log last night, now I`m full of energy;0
3352;1186f88a11; Oh noooo that sucks  Did you reschedule for another show?;2
3353;bd229715c7;Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.;2
3354;a0f446e1bf; it means that you are now FAMOUS. Congrats!;0
3355;813d073693;instant-messaging with two of my favourite conversation guys;0
3357;5887ef4f8f; Oh, and Happy Judd Day haha  #juddday;0
3359;d8139040f7;I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR;2
3360;6ca0937494;  what`s wrong;2
3361;f109c266e1;Today is my first real mothers day with my son actually here  he wasn`t born yet last year , can`t wait to hug him when I get home;0
3363;0d2bdd22e5; She`s good. Trying to suss out chap 7 when I`m not working. Trying to suss out a lot of things, but meh, you know whatever!;1
3364;53d8448f46;tried  to sleep but i cant bout 2 call tisha;1
3365;df8a61bec5;Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour;1
3366;0c2fdfc4bd;Fuzzball is more fun than Mother`s Day  http://tinyurl.com/dhpol7;0
3367;fe530042f7; I shudder at the thought of what she was thinking she`d do with it if she`d managed to reclaim it...;2
3368;9d7ea6f2c0;Weekend looks sloppy  Looking forward to a great week with great customers!;0
3369;459ed808cd;Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter & tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn;1
3370;72b11db3d1; the straightener`s another 110 pounds though. Seems pricey;2
3371;45a66ee7dc;The WHITE DICE are coming into the studio this eve 6-7pm, on 1386AM Radio City;1
3372;0872633f57; I am so sorry.;2
3373;a1df314e27; lol sweet!!! ...i still have yet to watch the 4th movie  hope ur having a lovely weekend! happy mother`s day from aus! =P haha;0
3374;fcfb36a95c;And I`m back, from a sooper dooper, extra bharia, extra dhumchik two day stay at mom`s place, yay!  It`s a fun fun feelin`;0
3375;8b6c19b6ad;i feel like watching a disney movie...too bad we dont have a vcr anymore;2
3376;3a8a7232eb;bed. with stomach ache;2
3377;6ce851a2c0;Had a good day 2day!  off to bed. Nite tweeps.;0
3380;d046aa63bc;  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!;0
3381;f25996c236;**** QW;1
3382;6b9e7e5701; What are you reading?;1
3383;0acdbe351f; When I heard 'No One' from Alicia Keys like, 10 minutes ago? You made my night;1
3385;3bee0fb22e; pic as promised  http://twitpic.com/4wqy4;0
3387;a4ca62632d;Awesome night ahead: BAD v Rat City! Most of my favorite skaters on one track  #fb;0
3390;8a74f785f7;"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds";1
3391;d0f745da51;Running around town with Kathleen....she`s leaving me for a month..;1
3392;7eb95958a1; That be it, my Nathan sense was tingling.;1
3393;81dd91bf6d; ok babe gotta go back to work, tweet you later;1
3394;f5170f90f7;hair, grow back!;1
3396;3c50ececed;why does my life suck?;2
3397;1bc0fcf9ec; Was actually done by my cousin;1
3398;16242b3ff9;#web20 .#prologue - Modern Liberalism, Misconstrued (2nd 1/2 of Bible  -- 'Christ -- without the Crucifiction'  Abstraction w/o `Skin`;1
3399;9abdd004ac; yeah i did  i remember it na....... i did watch it before );1
3400;1d20b2af46;_ladie haha, I`ve got my camera and lenses ready!;0
3401;3b1b9b44ea; yeah... it`s gonna be a long while for me.;1
3403;243fbb5ffd; Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.;0
3404;317715cbc5;can`t wait to november for Jobros concert ! In examination;0
3405;4541e7217e;isnt going to the movies!! i got grounded;2
3406;233f20862e;i love this girl  ,she rocks!;0
3407;db2e2dd516;I`m looking forward to going home tomorrow, but I really wish it was for a different reason.;1
3408;11e686e802;Sorry everybody! Apparently Twitter isn`t sending me my updates.;2
3409;7c939a446b; yeah I know. I need to get back into twittering. Just haven`t felt it.  but yes. Thank god for txtin. I would miss ya more;0
3411;53596c66d7;Daaaaang. Up: in 3D.. Sold out;1
3415;57237eef03;  I could never do that to one of my children, look what happened to Nina Zavaroni (sp) Brooke Shields and Drew Barrymore;1
3416;2143ed1be2; Bad times for everyone  Whywhywhy do we have to write essays  No fair!;2
3417;149705b427;_dollaz Yay...you like CT. People always tryna **** on it when they`ve never even been there.;0
3418;ca5be5da8b; & you still are not following me;1
3419;22744e80f7;12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla;0
3420;d7da93248c;The computers and the Ethernet at school are so slow!;2
3421;e8bdeeed1d;i neeeeeeeed music suggestions but no one will give them;1
3422;dba46b018a;I made a MySpace for Twitter with the name 'The Twitter Kingdom'. Here is the link: http://bit.ly/13PQtw  - join me!;1
3423;902f7c5df8;TGIF!! But I have so much work to do this weekend;1
3424;b0ba6734a3;just got on twitter. no friends to add!  none of my friends are in twitter;1
3425;5d42f675f6; Oh gosh I hope so. How fun!;0
3426;ca94a8dbd4;today was such a horrible dayy;2
3427;830a6e2155;"  I`ve had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?";0
3428;88ea1068e3; remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!;0
3430;b2f2828ebd; you know you lvoe me!;0
3431;37f289badf;its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.;2
3432;baab8f7354; u think its fair...... k den i guess m wrng.... still i feel its not at all fair....;2
3433;732af7dd84;GASP] pulleaase dont hate me if u ask me a question and i dont answer you ... at any given time. i just cant see you! sorry;2
3434;59c7512dd6; nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape;2
3435;e19a478d4e;massive headache. argh;2
3436;f57f6c3092;Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though;1
3437;37e1fe8e28; I kept calling and calling, but never got through;1
3438;890cee2365;Fidel has no balls;1
3439;148d78d525;Going to revise for physics.;1
3440;f524018791;i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry;2
3441;7b1927e748;happy mother`s day to all the mothers in the world.;1
3442;b6df8b7d1a; commercial shoot in Tokyo. not much time to play there   quick and dirty;2
3443;4d40befe26;new guitar hero metallica guitar is already broken  #fail;2
3444;cd3dc4adf6;I was gonna get off at 230 2day. Just found out I`m stayin til 630;1
3445;957ea445a2;Heading downtown! Drinks and dancing!!;0
3446;51e5a6e49a; In rural #thailand, 2630 is considered posh;1
3447;baee1e6ffc;i`ve been eating cheetos all morning..;1
3448;97f1a30e59;hates continually getting sick whenever he has exams;2
3449;60df4d0f6d; (duh typo error) part 2: social networking??.. there isn`t even room for people;2
3451;0144e85a19;just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta;0
3453;ae46261e69;So confused about what to do?;2
3455;2fd606ffc5;EOM......still at work;1
3456;da30ee290e;Sportsmens Warehouse finally got field points in, i can now use all my arrows.;0
3457;d5b749a28e;bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x;2
3458;0f8a7b5515;Back from the Gym, and sorting through my Inboxes;1
3460;761be75cdd;baked a cake & watching a movie.;1
3461;8586c3bacb; does this mean you`re leaving me?;1
3462;e52de75122;Strike one.    (Three and I`m out.);1
3463;993ed46c7e;It`s teddy-chucking time;1
3464;59da188f20; Oh noes!! Melted ice cream = do not want.;2
3466;9490ccbf28; I know, she`s great!  The Climb is sooo good!;0
3467;1880b5ce09;" awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-)";0
3468;1996048e7a;decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....;0
3469;10632a4b88;****. I got a math test today.;1
3470;06609ecb09;fml. i stepped on a needle.. ouch.. waaaaa  **** drycleaners;2
3471;73748884d8;, , , , i hope you all have a happy mothers day!;0
3472;e618a4c162; your mom, actually;1
3474;b17e92da44; the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house;2
3475;05b80fc507;just got a wii;1
3476;c8a860ed0e;Now I`m off to bed - HAPPY MOTHER`S DAY ALL - HAVE A GREAT ONE;0
3477;699bf8c9ce; Ahh that`s fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend;0
3479;0ffb510d8e; You`re welcome Tila!! I love you!! Wish I could have heard it;0
3480;a219a3034f; THANKYOU!  <3 iloveyoutwoooo;0
3483;2dd635e929; hahaha.. sadly this one`s supposed to be done individually.. so no chance of social loafing lol;2
3484;b5dcfff178; id poke u...on face book but u dont have 1  lol;2
3485;793fae94bb; Yes! That sounds like a great idea. Message me on LJ about it;0
3486;847739dfdd; So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it 'invalid user name or password' ?;2
3487;221b3132af; How`s your dog?;1
3489;f4e5e417d7; mmm nandos is good (y) and topshop rules i am actually devastated that i cant come to to london show 'm8' bailed out;1
3491;2339e54982; I wish I was in London to see you. It`s like my biggest dream to meet you  iloveyouuu <3;0
3492;e8c53dadef;_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?;2
3493;fa0813c599;Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO;1
3495;f3b8e59928; ahahaha! That`s funny.;0
3498;b3047d288a;Moment over.... fly now in car;1
3499;306fb633c9;Cancelling my JavaOne  http://ff.im/3nzTH;1
3500;1fd7e143ed;i can`t find my tennis racket!!;1
3501;c8a49f766b;now there`s a fly in my room;1
3502;9cb52b2dd1;HAPPY MOTHER`S DAY!;0
3503;d4425c062d;Shakedown Street!!!;1
3504;7f751d78fb;God, I HATE scary movies. They are not at all. I`m such a wimpy.;2
3505;5eb78ad113;right. coursework now. PROMISE;1
3506;82d0976c38;Loves him but most importantly loves my mom! Happy Mothers Day!;0
3508;7c9c3f168a;I love crowded cars  and Ayanna!;0
3509;afb1e72502; woops! I only just realized my DMs to you are not going through;1
3511;99ebcb0229;bruise on knee will make it hard to skate tomorrow.;2
3512;2e98e67d95; omg yes!!!!!!! but I have to get ready for work early tonight  I have payroll distribution duty;0
3513;89f387304c;17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing;2
3514;9937fa651b; Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!;1
3515;789668fb9f; serio barroca?? parabens!!!!!!! May the 4th be with you!;1
3516;67a8fd1f5b;doin homework ugh;2
3519;6d035d93d9; just a concert i can`t go to due to trials;1
3520;0c0b11818a;Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too;1
3521;3a6ca862f5;  im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS;2
3523;bd59625046;it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!;1
3526;23e691a044;I really want to be a star...Hope Flawless will work;0
3527;3b1382c4d8; hahaha i have a bob marley one;1
3528;04b6314652; I`ma say you should smudge yourself before I start calling people given the malicious action we pulled the other night;2
3529;ab39587efb;Waking up at ungodly hours to go to work is starting to get old but at least the coffee is good;1
3530;2469ef546d;I make delicious pasta;0
3533;c0c9eaa968;is aching from rugby, good game;0
3534;1cfb46972e; good;0
3536;09c7871cad;chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though.;2
3537;2dd03daf93; Three-quarters through I believe. Will not finish tonight.  I blame errands and a certain loud at a bookstore.;2
3540;f2810a559c; i decided it was best for me to stay in tonight lady. i shall be in pittsburgh soon!!  (FAREWELL!!!);0
3541;35b3161006; and Miss Fizzy Duck loves Hive Mind too;0
3542;610347839f;http://bit.ly/TGVR7  via  thank you tiff;0
3543;3ca5811d5c;#3wordsaftersex I haven`t started;1
3545;2b092b0dd0;_**** i`m just about to start the second one  theres only two up yeah?;1
3547;777debe15c;off to JFK (again), should be in texas soon.;1
3549;b49d932c2d;Happy Mother`s Day to all the mothers out there! Do have a good and enjoyable day;0
3550;f184a46ae4; Good luck tonight! have fun;0
3552;244536cb9c; Remember to put your phone on silent! lol  Night loveees;0
3553;afe78818f5; : woot please post a pic, I won`t recognize you without it;1
3554;697887b4a1; you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!;0
3555;814324ccdc; Happy Mother`s Day to the only mother I have on my list!;0
3558;3b15d47de5;cowering from pain;2
3560;22a6e0da1b;What a busy day ... am disappointed that today`s show is a repeat;2
3561;9e154f800e; That`s not good, sorry to hear that, where did he park it?;2
3562;65d7e927af; the movie Tym... So sad, I was crying non-stop.;2
3564;1375e54e9d;Finally made it through Dead Space, that only took half a year;2
3565;7a1ba01fa0; Good morning  It`s raining here.;0
3566;09c45eaffc; better safe than sorry!  Glad everything is okay.;0
3567;e4f3f728de;Eh, I`ve had better. I`m excited to see ryan hurley tomorrow;0
3568;1d60af77d3; don`t worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!;1
3569;f79990e681; i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol;0
3570;3c9a784f5a;Had the best wknd with her man and levi and sara love u guys;0
3571;ac326f2eb2; yeah;1
3572;81b805d5ec; i totally felt bad for the guy. haha im good  i miss you guys!;1
3573;fb64593d77;Little bottle jus for me   http://mypict.me/FLC;1
3574;88982cd998;17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon);0
3575;1a7b921e43;My dreams have been crushed...Spock does not like the ladies.;2
3576;39fe8f535f;Missing my husband, but it was nice to wake up in my parents` house. The dogs are ecstatic;0
3577;9bfbb2c299;I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself;2
3578;0c61d2393f; Well alright. But #dollhouse is still fricking awesome. Elisha`s performance in last weeks episode sold me there too, finally;0
3579;d48b6ff342;Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.;2
3581;c584919516; I think that plus everyone wants to see if the D-train could keep it going - obviously not.  Hopefully he`ll bounce back.;1
3582;ec6c041943; Whom do yu wanna kill ??;2
3583;3571155c9f;I failed my maths exam today. fxxxmylife;2
3584;3c6ad9eefa;but i didnt  krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! & HOUSE! new inside jokes.;1
3585;79f7adaafb; You will know me and Kristi in Raleigh... right??;1
3586;4d50cb6a38;sooooo, i just dropped my phone.  don`t text or tweet me, i`m currently banging my face against a spike covered poison ivy infested wall.;2
3587;7c08c38000; thanks for viewing my portfolio www.wahliao.com  I`ll be updating it sometimes, will keep u updated.;0
3588;b35a729115; did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun;1
3589;aa4c750c17; Right on! Pull up a chair and welcome;0
3590;2575ae28e3;OMG, it`s JULY`S LAST DAY!;0
3591;784ccecc37; Oh dear, what a rotten life you lead, NOT!;2
3592;285ee8574d;i have no idea wtf im doing;2
3593;fb6b8565b7;feeling like I`m gonna fall asleep any time now but I can`t.;1
3594;3313d8f02d;_Sprigge  Keen skydivers take off thousands of times in planes but rarely land in them;1
3595;e6ba90afab;listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal;2
3596;c6fb921d11;Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.;2
3597;91e443c518;  mmmm yes please;1
3599;73a6b655ea; thank you Jonas;0
3600;d012ba333c; I love these clutches! I`m lusting after one in bright yellow;0
3601;196d638b83;Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day, right?;0
3603;2fb0f9b3c2;Excuse me ms.gomez who said you could leave;1
3605;e2e0d8b057;I have class tomorrow and tomorrow is Saturday, I hate having class Saturday;2
3609;9d9e65ced2;I think I may have ruined a friendship this week by getting carried away;2
3612;f7be4bc7ad;wants to go out tonight but cant get home;1
3614;0ad2b5ee96; Good morning nyc! If I weren`t broke, I would have landed there yesterday afternoon.;0
3616;520eec948e; i cant call  im at work;1
3619;7912c76e1b;May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster;0
3620;d02b3284fd;*[ It`s time for TSCC!  ];1
3622;d45a742775;_wx it looks like it did in Ohio after a tornado hit.;1
3623;6e0afa80e6; I tweet sooo much about you. Gahd.  Hahaha!;1
3624;a768967785; i know, right? i`m super-excited - i told y`all this is the busiest time of year for me;0
3625;63bd9b9ae3;What happened to my early night? Am about to turn into a pumpkin;1
3627;f728c3d7c8; Don`t know yet  Lemme know if you come up with something though.;1
3628;3d25eae322; Thanks for the concern. And checking up on me! Much appreciated;0
3629;4328adf446;Big Header Folio (http://bit.ly/MYmeA  has been up 2 hours, no sales yet  I`m really impatient lol;0
3630;89b6e4feb0;I`m feeling so frustrated...I just can`t get things to work!!;2
3631;e11371b15e; the next single is 'Hey Lady'.ok, where is my million dollars??;1
3633;57a18c1134;http://tinyurl.com/c4z6gn Wow.. Wow.. hope, i too get that sort of Guts in near future;0
3635;33a980a608;the maccabees new album is a winner ,everybody should take a listen fact;0
3636;792063a20e;    _Geronimo    Thanks for sharing with your friends!;0
3637;ffe6fab196;I drive >90mph on a daily basis. u cld film Fast & Furious off of me. But anything  <1 mph is not my forte`. I bump Anything!.;1
3638;3a847a944a; is it bad that I sort of want her to miss me?  I know I will be missing her.;2
3640;e29e767f90;My phone is ultra fast now with all the latest firmware updates installed!;1
3641;be905917b3; I think I`ve heard of that song. I`ll listen to it tomorrow.;0
3642;cc425f4dcd;Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure;0
3645;d1636394f3;Is feeling like he has a bad flu. Yes. Bad. Flu.;2
3647;4b34f7f951; by the way, just saw u on ellen yesterday. here it`s late comparing to usa. u were awesome!!!;0
3648;9febd5ba64;_always3 okay well thank you you are so beautiful too;0
3649;65d1a890e3; haha yay We love you too Mr. Shane Dawson;0
3650;08975f62a8; ah yes, I know that feeling;1
3651;5efd224f4e;happy mothers day to all   im off to spend the day with my family;0
3653;fe989dbc5e;bbq was great... just relaxing around the house!  dont wanna leave my city but have to tomorrow... got to clean the house when i get back;0
